,发卡行名称,长度,取值,卡种
3300,中银信用卡有限公司,16,625176,贷记卡
3301,中银信用卡有限公司,16,625141,贷记卡
3302,中银信用卡有限公司,16,625143,贷记卡
3303,中银信用卡有限公司,16,622750,贷记卡
3304,中银信用卡有限公司,16,622751,贷记卡
3305,中银信用卡有限公司,16,625145,贷记卡
3306,中银信用卡有限公司,16,625147,贷记卡
3307,中银信用卡有限公司,16,625196,贷记卡
3308,中银信用卡有限公司,16,625198,贷记卡
3309,中国银行（香港）,19,621741,借记卡
3310,中国银行（香港）,16,623040,借记卡
3311,中国银行（香港）,16,620202,预付费卡
3312,中国银行（香港）,16,620203,预付费卡
3313,中国银行（香港）,19,621782,借记卡
3314,中国银行（香港）,19,623309,借记卡
3315,南洋商业银行,19,621743,借记卡
3316,南洋商业银行,16,623041,借记卡
3317,南洋商业银行,16,620208,预付费卡
3318,南洋商业银行,16,620209,预付费卡
3319,南洋商业银行,19,621042,借记卡
3320,南洋商业银行,19,621783,借记卡
3321,南洋商业银行,19,623308,借记卡
3322,集友银行,19,621742,借记卡
3323,集友银行,16,623042,借记卡
3324,集友银行,16,620206,预付费卡
3325,集友银行,16,620207,预付费卡
3326,集友银行,19,621043,借记卡
3327,集友银行,19,621784,借记卡
3328,集友银行,19,623310,借记卡
3329,AEON信贷财务亚洲有限公司,16,622493,贷记卡
3330,大丰银行有限公司,19,622547,借记卡
3331,大丰银行有限公司,19,622548,借记卡
3332,大丰银行有限公司,19,622546,借记卡
3333,大丰银行有限公司,19,620072,预付费卡
3334,大丰银行有限公司,16,620204,预付费卡
3335,大丰银行有限公司,16,620205,预付费卡
3336,AEON信贷财务亚洲有限公司,16,621064,借记卡
3337,AEON信贷财务亚洲有限公司,16,622941,借记卡
3338,AEON信贷财务亚洲有限公司,16,622974,借记卡
3339,中国建设银行澳门分行,16,621084,借记卡
3340,中国建设银行澳门分行,16,623350,借记卡
3341,中国建设银行澳门分行,16,624412,贷记卡
3342,渣打银行香港有限公司,16,622948,借记卡
3343,渣打银行（香港）,16,621740,借记卡
3344,渣打银行香港有限公司,16,622482,贷记卡
3345,渣打银行香港有限公司,16,622483,贷记卡
3346,渣打银行香港有限公司,16,622484,贷记卡
3347,中国银盛,16,620070,预付费卡
3348,中国银盛,16,620068,预付费卡
3349,中国建设银行（亚洲）,16,620107,借记卡
3350,K & R International Limited,16,623334,预付费卡
3351,Kasikorn Bank PCL,16,625842,贷记卡
3352,Kasikorn Bank PCL,16,6258433,贷记卡
3353,Kasikorn Bank PCL,16,6258434,贷记卡
3354,Travelex,16,622495,借记卡
3355,Travelex,16,622496,借记卡
3356,Travelex,16,620152,预付费卡
3357,Travelex,16,620153,预付费卡
3358,新加坡大华银行,16,622433,贷记卡
3359,澳门永亨银行股份有限公司,16,622861,借记卡
3360,澳门永亨银行股份有限公司,16,622932,借记卡
3361,澳门永亨银行股份有限公司,16,622862,借记卡
3362,澳门永亨银行股份有限公司,16,622775,贷记卡
3363,澳门永亨银行股份有限公司,16,622785,贷记卡
3364,澳门永亨银行股份有限公司,16,624300,贷记卡
3365,澳门永亨银行股份有限公司,16,624302,贷记卡
3366,澳门永亨银行股份有限公司,16,624308,贷记卡
3367,澳门永亨银行股份有限公司,16,624309,贷记卡
3368,日本三井住友卡公司,16,622920,贷记卡
3369,澳门国际银行,19,622434,借记卡
3370,澳门国际银行,19,622436,借记卡
3371,澳门国际银行,19,622435,借记卡
3372,澳门国际银行,16,624407,贷记卡
3373,澳门国际银行,16,624408,贷记卡
3374,大西洋银行股份有限公司,19,621232,借记卡
3375,大西洋银行股份有限公司,19,622432,借记卡
3376,大西洋银行股份有限公司,19,621247,借记卡
3377,大西洋银行股份有限公司,16,623043,借记卡
3378,大西洋银行股份有限公司,16,623064,借记卡
3379,大西洋银行股份有限公司,16,624371,贷记卡
3380,大西洋银行股份有限公司,16,624372,贷记卡
3381,大西洋银行股份有限公司,16,624398,贷记卡
3382,Discover Financial Services，I,16,601100,贷记卡
3383,Discover Financial Services，I,16,601101,贷记卡
3384,Discover Financial Services，I,16,60112010,贷记卡
3385,Discover Financial Services，I,16,60112011,贷记卡
3386,Discover Financial Services，I,16,60112012,贷记卡
3387,Discover Financial Services，I,16,60112089,贷记卡
3388,Discover Financial Services，I,16,601121,贷记卡
3389,Discover Financial Services，I,16,601123,贷记卡
3390,Discover Financial Services，I,16,601124,贷记卡
3391,Discover Financial Services，I,16,601125,贷记卡
3392,Discover Financial Services，I,16,601126,贷记卡
3393,Discover Financial Services，I,16,601127,贷记卡
3394,Discover Financial Services，I,16,601128,贷记卡
3395,Discover Financial Services，I,16,6011290,贷记卡
3396,Discover Financial Services，I,16,6011291,贷记卡
3397,Discover Financial Services，I,16,6011292,贷记卡
3398,Discover Financial Services，I,16,6011293,贷记卡
3399,Discover Financial Services，I,16,60112013,贷记卡
3400,Discover Financial Services，I,16,6011295,贷记卡
3401,Discover Financial Services，I,16,601122,贷记卡
3402,Discover Financial Services，I,16,6011297,贷记卡
3403,Discover Financial Services，I,16,60112980,贷记卡
3404,Discover Financial Services，I,16,60112981,贷记卡
3405,Discover Financial Services，I,16,60112986,贷记卡
3406,Discover Financial Services，I,16,60112987,贷记卡
3407,Discover Financial Services，I,16,60112988,贷记卡
3408,Discover Financial Services，I,16,60112989,贷记卡
3409,Discover Financial Services，I,16,60112990,贷记卡
3410,Discover Financial Services，I,16,60112991,贷记卡
3411,Discover Financial Services，I,16,60112992,贷记卡
3412,Discover Financial Services，I,16,60112993,贷记卡
3413,Discover Financial Services，I,16,6011294,贷记卡
3414,Discover Financial Services，I,16,6011296,贷记卡
3415,Discover Financial Services，I,16,60112996,贷记卡
3416,Discover Financial Services，I,16,60112997,贷记卡
3417,Discover Financial Services，I,16,6011300,贷记卡
3418,Discover Financial Services，I,16,60113080,贷记卡
3419,Discover Financial Services，I,16,60113081,贷记卡
3420,Discover Financial Services，I,16,60113089,贷记卡
3421,Discover Financial Services，I,16,601131,贷记卡
3422,Discover Financial Services，I,16,601136,贷记卡
3423,Discover Financial Services，I,16,601137,贷记卡
3424,Discover Financial Services，I,16,601138,贷记卡
3425,Discover Financial Services，I,16,6011390,贷记卡
3426,Discover Financial Services，I,16,60112995,贷记卡
3427,Discover Financial Services，I,16,6011392,贷记卡
3428,Discover Financial Services，I,16,6011393,贷记卡
3429,Discover Financial Services，I,16,60113940,贷记卡
3430,Discover Financial Services，I,16,60113941,贷记卡
3431,Discover Financial Services，I,16,60113943,贷记卡
3432,Discover Financial Services，I,16,60113944,贷记卡
3433,Discover Financial Services，I,16,60113945,贷记卡
3434,Discover Financial Services，I,16,60113946,贷记卡
3435,Discover Financial Services，I,16,60113984,贷记卡
3436,Discover Financial Services，I,16,60113985,贷记卡
3437,Discover Financial Services，I,16,60113986,贷记卡
3438,Discover Financial Services，I,16,60113988,贷记卡
3439,Discover Financial Services，I,16,60112994,贷记卡
3440,Discover Financial Services，I,16,6011391,贷记卡
3441,Discover Financial Services，I,16,601140,贷记卡
3442,Discover Financial Services，I,16,601142,贷记卡
3443,Discover Financial Services，I,16,601143,贷记卡
3444,Discover Financial Services，I,16,601144,贷记卡
3445,Discover Financial Services，I,16,601145,贷记卡
3446,Discover Financial Services，I,16,601146,贷记卡
3447,Discover Financial Services，I,16,601147,贷记卡
3448,Discover Financial Services，I,16,601148,贷记卡
3449,Discover Financial Services，I,16,601149,贷记卡
3450,Discover Financial Services，I,16,601174,贷记卡
3451,Discover Financial Services，I,16,60113989,贷记卡
3452,Discover Financial Services，I,16,601178,贷记卡
3453,Discover Financial Services，I,16,6011399,贷记卡
3454,Discover Financial Services，I,16,601186,贷记卡
3455,Discover Financial Services，I,16,601187,贷记卡
3456,Discover Financial Services，I,16,601188,贷记卡
3457,Discover Financial Services，I,16,601189,贷记卡
3458,Discover Financial Services，I,16,644,贷记卡
3459,Discover Financial Services，I,16,65,贷记卡
3460,Discover Financial Services，I,16,6506,贷记卡
3461,Discover Financial Services，I,16,6507,贷记卡
3462,Discover Financial Services，I,16,6508,贷记卡
3463,Discover Financial Services，I,16,601177,贷记卡
3464,Discover Financial Services，I,16,601179,贷记卡
3465,Discover Financial Services，I,16,6509,贷记卡
3466,Discover Financial Services，I,16,60110,贷记卡
3467,Discover Financial Services，I,16,60112,贷记卡
3468,Discover Financial Services，I,16,60113,贷记卡
3469,Discover Financial Services，I,16,60114,贷记卡
3470,Discover Financial Services，I,16,60119,贷记卡
3471,澳门商业银行,19,621253,借记卡
3472,澳门商业银行,19,621254,借记卡
3473,澳门商业银行,19,621255,借记卡
3474,澳门商业银行,16,625014,贷记卡
3475,澳门商业银行,16,625016,贷记卡
3476,哈萨克斯坦国民储蓄银行,16,622549,借记卡
3477,哈萨克斯坦国民储蓄银行,16,622550,借记卡
3478,哈萨克斯坦国民储蓄银行,16,623357,借记卡
3479,哈萨克斯坦国民储蓄银行,16,624341,贷记卡
3480,哈萨克斯坦国民储蓄银行,16,6234500,借记卡
3481,哈萨克斯坦国民储蓄银行,16,6234501,借记卡
3482,Bangkok Bank Pcl,16,622354,贷记卡
3483,中国工商银行（澳门）,16,625017,贷记卡
3484,中国工商银行（澳门）,16,625018,贷记卡
3485,中国工商银行（澳门）,16,625019,贷记卡
3486,PUBLIC BANK BERHAD,16,623488,借记卡
3487,可汗银行,16,621224,借记卡
3488,可汗银行,16,622954,借记卡
3489,可汗银行,16,62345800,借记卡
3490,可汗银行,16,62445400,贷记卡
3491,可汗银行,16,62927700,借记卡
3492,越南Vietcombank,16,621295,借记卡
3493,越南Vietcombank,16,625124,贷记卡
3494,越南Vietcombank,16,625154,贷记卡
3495,Canadia Bank PLC,16,623456,借记卡
3496,Canadia Bank PLC,16,623457,借记卡
3497,蒙古郭勒姆特银行,16,621049,借记卡
3498,蒙古郭勒姆特银行,16,622444,贷记卡
3499,蒙古郭勒姆特银行,16,622414,借记卡
3500,BC卡公司,16,620011,借记卡
3501,BC卡公司,16,620027,借记卡
3502,BC卡公司,16,620031,借记卡
3503,BC卡公司,16,620039,借记卡
3504,BC卡公司,16,620103,借记卡
3505,BC卡公司,16,620106,借记卡
3506,BC卡公司,16,620123,借记卡
3507,BC卡公司,16,620125,借记卡
3508,BC卡公司,16,620220,借记卡
3509,BC卡公司,16,620278,借记卡
3510,BC卡公司,16,620812,借记卡
3511,BC卡公司,16,621006,借记卡
3512,BC卡公司,16,621011,借记卡
3513,BC卡公司,16,621012,借记卡
3514,BC卡公司,16,621023,借记卡
3515,BC卡公司,16,621025,借记卡
3516,BC卡公司,16,621027,借记卡
3517,BC卡公司,16,621031,借记卡
3518,BC卡公司,16,620132,借记卡
3519,BC卡公司,16,621039,借记卡
3520,BC卡公司,16,621078,借记卡
3521,BC卡公司,16,625003,贷记卡
3522,BC卡公司,16,621003,借记卡
3523,BC卡公司,16,625011,贷记卡
3524,BC卡公司,16,625012,贷记卡
3525,BC卡公司,16,625020,贷记卡
3526,BC卡公司,16,625023,贷记卡
3527,BC卡公司,16,625025,贷记卡
3528,BC卡公司,16,625027,贷记卡
3529,BC卡公司,16,625031,贷记卡
3530,BC卡公司,16,621032,借记卡
3531,BC卡公司,16,625039,贷记卡
3532,BC卡公司,16,625078,贷记卡
3533,BC卡公司,16,625079,贷记卡
3534,BC卡公司,16,625103,贷记卡
3535,BC卡公司,16,625106,贷记卡
3536,BC卡公司,16,625006,贷记卡
3537,BC卡公司,16,625112,贷记卡
3538,BC卡公司,16,625120,贷记卡
3539,BC卡公司,16,625123,贷记卡
3540,BC卡公司,16,625125,贷记卡
3541,BC卡公司,16,625127,贷记卡
3542,BC卡公司,16,625131,贷记卡
3543,BC卡公司,16,625032,贷记卡
3544,BC卡公司,16,625139,贷记卡
3545,BC卡公司,16,625178,贷记卡
3546,BC卡公司,16,625179,贷记卡
3547,BC卡公司,16,625111,贷记卡
3548,BC卡公司,16,625132,贷记卡
3549,BC卡公司,16,625244,贷记卡
3550,BC卡公司,16,625243,贷记卡
3551,BC卡公司,16,621484,借记卡
3552,BC卡公司,16,621640,借记卡
3553,BC卡公司,16,621641,借记卡
3554,BC卡公司,16,625245,贷记卡
3555,BC卡公司,16,625246,贷记卡
3556,BC卡公司,16,624344,贷记卡
3557,BC卡公司,16,623395,借记卡
3558,BC卡公司,16,624384,贷记卡
3559,BC卡公司,16,624345,贷记卡
3560,BC卡公司,16,623391,借记卡
3561,BC卡公司,16,623392,借记卡
3562,BC卡公司,16,624381,贷记卡
3563,BC卡公司,16,624382,贷记卡
3564,BC卡公司,16,623451,借记卡
3565,BC卡公司,16,623452,借记卡
3566,BC卡公司,16,623453,借记卡
3567,BC卡公司,16,624448,贷记卡
3568,BC卡公司,16,624375,贷记卡
3569,莫斯科人民储蓄银行,16,621040,借记卡
3570,丝绸之路银行,16,621045,借记卡
3571,俄罗斯远东商业银行,16,621264,借记卡
3572,CSC,16,622356,贷记卡
3573,CSC,16,621234,借记卡
3574,CSC,16,62349550,预付费卡
3575,CSC,16,62235600,贷记卡
3576,Allied Bank,16,622145,贷记卡
3577,Allied Bank,16,625013,贷记卡
3578,日本三菱信用卡公司,16,622130,贷记卡
3579,Baiduri Bank Berhad,16,621257,借记卡
3580,越南西贡商业银行,16,621055,借记卡
3581,越南西贡商业银行,16,620009,预付费卡
3582,越南西贡商业银行,16,625002,贷记卡
3583,菲律宾BDO,16,625033,贷记卡
3584,菲律宾BDO,16,625035,贷记卡
3585,菲律宾RCBC,16,625007,贷记卡
3586,Gazprombank,16,6233710,借记卡
3587,Gazprombank,16,6233711,借记卡
3588,Gazprombank,16,6233712,借记卡
3589,Gazprombank,16,6233720,借记卡
3590,Gazprombank,16,6233721,借记卡
3591,Gazprombank,16,6233722,借记卡
3592,Gazprombank,16,6233723,借记卡
3593,Gazprombank,16,6233730,借记卡
3594,Gazprombank,16,6233731,借记卡
3595,Gazprombank,16,6233732,借记卡
3596,Gazprombank,16,6233760,借记卡
3597,Gazprombank,16,6233761,借记卡
3598,Gazprombank,16,6233762,借记卡
3599,Gazprombank,16,6243650,贷记卡
3600,Gazprombank,16,6243652,贷记卡
3601,Gazprombank,16,6243651,贷记卡
3602,EQUITY BANK KENYA LIMITED,16,6234280,借记卡
3603,EQUITY BANK KENYA LIMITED,16,6234290,预付费卡
3604,新加坡星网电子付款私人有限公司,16,620015,预付费卡
3605,Royal Bank Open Stock Company,16,620024,预付费卡
3606,Royal Bank Open Stock Company,16,625004,贷记卡
3607,Royal Bank Open Stock Company,19,621344,借记卡
3608,乌兹别克斯坦INFINBANK,16,621349,借记卡
3609,Russian Standard Bank,16,620108,预付费卡
3610,Russian Standard Bank,16,6250386,贷记卡
3611,Russian Standard Bank,16,6201086,预付费卡
3612,Russian Standard Bank,16,6201088,预付费卡
3613,Russian Standard Bank,16,6216846,借记卡
3614,Russian Standard Bank,16,6216848,借记卡
3615,Russian Standard Bank,16,6250388,贷记卡
3616,BCEL,16,621354,借记卡
3617,Kyrgyz Investment Credit Bank,16,623326,借记卡
3618,Kyrgyz Investment Credit Bank,16,623327,借记卡
3619,Kyrgyz Investment Credit Bank,16,6234610,借记卡
3620,Kyrgyz Investment Credit Bank,16,6292740,借记卡
3621,澳门BDA,19,621274,借记卡
3622,澳门BDA,19,621324,借记卡
3623,澳门通股份有限公司,16,620532,预付费卡
3624,澳门通股份有限公司,19,620126,预付费卡
3625,澳门通股份有限公司,19,620537,预付费卡
3626,韩国乐天,16,625904,贷记卡
3627,韩国乐天,16,624313,贷记卡
3628,韩国乐天,16,624333,贷记卡
3629,韩国乐天,16,623358,借记卡
3630,巴基斯坦FAYSAL BANK,16,621645,借记卡
3631,OJSCBASIAALLIANCEBANK,16,621624,借记卡
3632,Cambodia Mekong Bank PL,16,623332,借记卡
3633,Cambodia Mekong Bank PL,16,624338,贷记卡
3634,Cambodia Mekong Bank PL,16,624351,贷记卡
3635,OJSC Russian Investment Bank,16,623339,借记卡
3636,DE SURINAAMSCHE BANK N.V.,16,623370,预付费卡
3637,俄罗斯ORIENT EXPRESS BANK,16,625104,贷记卡
3638,俄罗斯ORIENT EXPRESS BANK,16,621647,借记卡
3639,Mongolia Trade Develop. Bank,16,621642,借记卡
3640,Mongolia Trade Develop. Bank,16,624366,贷记卡
3641,Krung Thaj Bank Public Co. Ltd,16,621654,借记卡
3642,韩国KB,16,625804,贷记卡
3643,韩国KB,16,623374,借记卡
3644,韩国KB,16,624370,贷记卡
3645,韩国KB,16,624434,贷记卡
3646,Credit Saison,16,620056,预付费卡
3647,韩国三星卡公司,16,625814,贷记卡
3648,韩国三星卡公司,16,625817,贷记卡
3649,韩国三星卡公司,16,624399,贷记卡
3650,韩国三星卡公司,16,624400,贷记卡
3651,韩国三星卡公司,16,624401,贷记卡
3652,韩国三星卡公司,16,624410,贷记卡
3653,韩国三星卡公司,16,624411,贷记卡
3654,韩国三星卡公司,16,626395,贷记卡
3655,韩国三星卡公司,16,624413,贷记卡
3656,韩国三星卡公司,16,624440,贷记卡
3657,韩国三星卡公司,16,624441,贷记卡
3658,韩国三星卡公司,16,624442,贷记卡
3659,韩国三星卡公司,16,624443,贷记卡
3660,CJSC Fononbank,16,621649,借记卡
3661,CRDB BANK PLC,16,623316,借记卡
3662,CRDB BANK PLC,16,623317,借记卡
3663,CRDB BANK PLC,16,623315,借记卡
3664,Commercial Bank of Dubai,16,620079,借记卡
3665,Commercial Bank of Dubai,16,620091,借记卡
3666,The Bancorp Bank,16,620105,预付费卡
3667,The Bancorp Bank,16,622164,预付费卡
3668,The Bancorp Bank,16,624357,预付费卡
3669,巴基斯坦HabibBank,16,621657,借记卡
3670,新韩卡公司,16,623024,借记卡
3671,新韩卡公司,16,625840,贷记卡
3672,新韩卡公司,16,625841,贷记卡
3673,新韩卡公司,16,624331,贷记卡
3674,新韩卡公司,16,624348,贷记卡
3675,新韩卡公司,16,624332,贷记卡
3676,新韩卡公司,16,626394,贷记卡
3677,新韩卡公司,16,624339,贷记卡
3678,新韩卡公司,16,624432,贷记卡
3679,Phongsavanh Bank Limited,16,621794,借记卡
3680,Phongsavanh Bank Limited,16,625944,贷记卡
3681,Capital Bank of Mongolia,16,621694,借记卡
3682,Capital Bank of Mongolia,16,62341602,借记卡
3683,Capital Bank of Mongolia,16,62341601,借记卡
3684,JSC Liberty Bank,16,6233451,借记卡
3685,JSC Liberty Bank,16,6233452,借记卡
3686,JSC Liberty Bank,16,623347,借记卡
3687,JSC Liberty Bank,16,6233453,借记卡
3688,JSC Liberty Bank,16,6233454,借记卡
3689,JSC Liberty Bank,16,6233455,借记卡
3690,Myanmar Oriental Bank Ltd,16,62443100,贷记卡
3691,Myanmar Oriental Bank Ltd,16,62443101,贷记卡
3692,The Mauritius Commercial Bank,16,620129,借记卡
3693,Non-banking credit,16,62927300,借记卡
3694,格鲁吉亚 Invest Bank,16,621301,借记卡
3695,格鲁吉亚 Invest Bank,16,6292750,预付费卡
3696,"PT Bank Sinarmas,Tbk",16,6214455,借记卡
3697,"PT Bank Sinarmas,Tbk",16,6214458,借记卡
3698,Jsc Basisbank,16,624428,贷记卡
3699,Jsc Basisbank,16,624429,贷记卡
3700,Jsc Basisbank,16,626398,贷记卡
3701,JSC Kazkommertsbank,16,6234240,借记卡
3702,JSC Kazkommertsbank,16,6234241,借记卡
3703,JSC Kazkommertsbank,16,6234242,借记卡
3704,Cim Finance Ltd,16,624306,贷记卡
3705,Cim Finance Ltd,16,624322,贷记卡
3706,Rawbank S.a.r.l,16,623300,预付费卡
3707,PVB Card Corporation,16,623302,预付费卡
3708,PVB Card Corporation,16,623303,预付费卡
3709,PVB Card Corporation,16,623304,借记卡
3710,PVB Card Corporation,16,623324,借记卡
3711,PVB Card Corporation,16,623492,借记卡
3712,PVB Card Corporation,16,623398,预付费卡
3713,PVB Card Corporation,16,62334910,预付费卡
3714,PVB Card Corporation,16,62334911,预付费卡
3715,PVB Card Corporation,16,62334912,预付费卡
3716,PVB Card Corporation,16,62334921,预付费卡
3717,PVB Card Corporation,16,62334923,预付费卡
3718,PVB Card Corporation,16,62334913,预付费卡
3719,PT BANK SINARMAS TBK,16,6243051,贷记卡
3720,PT BANK SINARMAS TBK,16,6243052,贷记卡
3721,U Microfinance Bank Limited,16,623307,借记卡
3722,Ecobank Nigeria,16,623311,预付费卡
3723,Al Baraka Bank,16,623312,借记卡
3724,OJSC Hamkor bank,16,623313,借记卡
3725,NongHyup Bank,16,623323,借记卡
3726,NongHyup Bank,16,623341,借记卡
3727,NongHyup Bank,16,624320,贷记卡
3728,NongHyup Bank,16,624321,贷记卡
3729,NongHyup Bank,16,624324,贷记卡
3730,NongHyup Bank,16,624325,贷记卡
3731,NongHyup Bank,16,624387,贷记卡
3732,NongHyup Bank,16,624388,贷记卡
3733,Fidelity Bank Plc,16,623314,借记卡
3734,Davr Bank,16,623325,借记卡
3735,Advanced Bank of Asia Ltd.,16,623375,借记卡
3736,State Bank of Mauritius,16,623331,预付费卡
3737,State Bank of Mauritius,16,623348,借记卡
3738,Global Bank of Commerce Ltd,16,6243550,借记卡
3739,Global Bank of Commerce Ltd,16,6243551,借记卡
3740,Global Bank of Commerce Ltd,16,6243560,预付费卡
3741,Global Bank of Commerce Ltd,16,6243561,预付费卡
3742,JSC ATFBank,16,623336,借记卡
3743,JSC ATFBank,16,623337,借记卡
3744,JSC ATFBank,16,623338,借记卡
3745,JSC ATFBank,16,624323,贷记卡
3746,Optima Bank OJSC,16,623360,借记卡
3747,State bank,16,62335201,借记卡
3748,State bank,16,62335202,借记卡
3749,State bank,16,62335203,借记卡
3750,Himalayan Bank Limited,16,623499,预付费卡
3751,CJSC “Spitamen Bank”,16,62335101,借记卡
3752,CJSC “Spitamen Bank”,16,62335102,借记卡
3753,CJSC “Spitamen Bank”,16,62335103,借记卡
3754,CJSC “Spitamen Bank”,16,62335104,借记卡
3755,CJSC “Spitamen Bank”,16,62335105,借记卡
3756,CJSC “Spitamen Bank”,16,62335106,借记卡
3757,CJSC “Spitamen Bank”,16,62335107,借记卡
3758,CJSC “Spitamen Bank”,16,62335108,借记卡
3759,Light Bank,16,6233531,借记卡
3760,Light Bank,16,6233532,借记卡
3761,Light Bank,16,6233533,借记卡
3762,Light Bank,16,6233534,借记卡
3763,Light Bank,16,6233535,借记卡
3764,Light Bank,16,6233536,借记卡
3765,Light Bank,16,6234980,预付费卡
3766,Light Bank,16,6234981,预付费卡
3767,Light Bank,16,6233537,借记卡
3768,Light Bank,16,6233538,借记卡
3769,Light Bank,16,6233539,借记卡
3770,Co-Operative Bank Limited,16,623493,预付费卡
3771,Co-Operative Bank Limited,16,62441900,贷记卡
3772,Co-Operative Bank Limited,16,62441901,贷记卡
3773,Travelex Card Services,16,6221440,预付费卡
3774,Travelex Japan KK,16,6221441,预付费卡
3775,Bank AL Habib Limited,16,623359,借记卡
3776,Bank of China,16,623362,预付费卡
3777,OSJC MTS Bank,16,6243420,贷记卡
3778,OSJC MTS Bank,16,6243421,贷记卡
3779,OSJC MTS Bank,16,6243422,贷记卡
3780,OSJC MTS Bank,16,6243423,贷记卡
3781,OSJC MTS Bank,16,6243424,贷记卡
3782,OSJC MTS Bank,16,6243425,贷记卡
3783,Heritage International Bank,16,623369,预付费卡
3784,OJSC Tojiksodirotbank,16,6233681,借记卡
3785,MetaBank,16,624364,预付费卡
3786,KCB BANK LIMITED,16,62348700,预付费卡
3787,Banque Pour Le Commerce,16,624352,贷记卡
3788,Banque Pour Le Commerce,16,624353,贷记卡
3789,Banque Pour Le Commerce,16,624354,贷记卡
3790,Bank Alfalah Limited,16,623381,借记卡
3791,NXSystems Limited,16,6221740,预付费卡
3792,Cooperative & Agricultural,16,623380,借记卡
3793,Cooperative & Agricultural,16,624367,贷记卡
3794,Open Joint-stock Company,16,6233780,借记卡
3795,Open Joint-stock Company,16,6233781,借记卡
3796,"BANCO SOL,S.A.",16,6233840,借记卡
3797,"BANCO SOL,S.A.",16,6233841,借记卡
3798,"BANCO SOL,S.A.",16,623385,预付费卡
3799,Subsidiary Bank Sberbank RUS,16,6233820,借记卡
3800,Subsidiary Bank Sberbank RUS,16,6233821,借记卡
3801,Subsidiary Bank Sberbank RUS,16,6233822,借记卡
3802,Subsidiary Bank Sberbank RUS,16,6233823,借记卡
3803,Subsidiary Bank Sberbank RUS,16,6233824,借记卡
3804,"Lao China Bank Co.,Ltd",16,623383,借记卡
3805,"Lao China Bank Co.,Ltd",16,623386,借记卡
3806,"Lao China Bank Co.,Ltd",16,623388,借记卡
3807,Hyundaicard,16,624368,贷记卡
3808,Hyundaicard,16,624376,贷记卡
3809,Hyundaicard,16,624377,贷记卡
3810,Hyundaicard,16,624378,贷记卡
3811,Bank of Moscow OJSC,16,6233960,借记卡
3812,Bank of Moscow OJSC,16,6233961,借记卡
3813,Sindh Bank Limited,16,623389,借记卡
3814,Russian Agricultural Bank,16,6234460,借记卡
3815,PJSC Bank ZENIT,16,6234470,借记卡
3816,ROSENERGOBANK,16,6234120,借记卡
3817,ROSENERGOBANK,16,6243970,贷记卡
3818,ROSENERGOBANK,16,6234122,借记卡
3819,ROSENERGOBANK,16,6234121,借记卡
3820,Subsidiary JSC VTB Bank,16,623417,借记卡
3821,Subsidiary JSC VTB Bank,16,623418,借记卡
3822,Subsidiary JSC VTB Bank,16,623419,借记卡
3823,Subsidiary JSC VTB Bank,16,623420,借记卡
3824,Subsidiary JSC VTB Bank,16,623421,借记卡
3825,Subsidiary JSC VTB Bank,16,629180,借记卡
3826,Credit Ural Bank Joint Stock,16,6234090,借记卡
3827,Credit Ural Bank Joint Stock,16,6243900,贷记卡
3828,Credit Ural Bank Joint Stock,16,6243901,贷记卡
3829,Credit Ural Bank Joint Stock,16,6243902,贷记卡
3830,FIDELITY BANK GHANA LIMITED,16,6233990,预付费卡
3831,FIDELITY BANK GHANA LIMITED,16,6233991,预付费卡
3832,DBS Bank Ltd,16,621052,借记卡
3833,XacBank,16,62341401,借记卡
3834,XacBank,16,62341402,借记卡
3835,XacBank,16,62341403,借记卡
3836,XacBank,16,623414,借记卡
3837,XacBank,16,62341407,借记卡
3838,XacBank,16,62341408,借记卡
3839,XacBank,16,62341409,借记卡
3840,DBS Bank Ltd,16,624391,贷记卡
3841,Sinopay（Singapore）PTE Ltd,16,6234150,预付费卡
3842,Sinopay（Singapore）PTE Ltd,16,6234151,预付费卡
3843,Sinopay（Singapore）PTE Ltd,16,6234152,预付费卡
3844,Sinopay（Singapore）PTE Ltd,19,6234153,预付费卡
3845,SmartChoice Technologies,19,623459,预付费卡
3846,SmartChoice Technologies,19,623477,借记卡
3847,JSCB Primorye,16,6234250,借记卡
3848,JSCB Primorye,16,6234251,借记卡
3849,Kiatnakin Bank Pubulic CL,16,6234220,借记卡
3850,Habib Bank Limited,16,623448,借记卡
3851,HBL,16,6234270,借记卡
3852,Habib Bank Limited,16,623443,借记卡
3853,Joint-Stock Commercial Bank,16,6244092,贷记卡
3854,Joint-Stock Commercial Bank,16,6244096,贷记卡
3855,Bangkok Bank Public Company Li,16,623355,借记卡
3856,MIP BANK,16,6234310,借记卡
3857,Banque S C pour Afrique,16,62344901,借记卡
3858,Banque S C pour Afrique,16,62441701,贷记卡
3859,OJS SCBP Primsotsbank,16,6234320,借记卡
3860,OJS SCBP Primsotsbank,16,6234321,借记卡
3861,OJS SCBP Primsotsbank,16,6234322,借记卡
3862,OJS SCBP Primsotsbank,16,6234323,借记卡
3863,AGD Bank Ltd,16,6234330,借记卡
3864,Land and Houses Bank PCL,19,6234300,借记卡
3865,Conservative commercial bank,16,6234350,借记卡
3866,Conservative commercial bank,16,6234351,借记卡
3867,Conservative commercial bank,16,6234352,借记卡
3868,Noor Bank PJSC,16,6234420,预付费卡
3869,Joint-Stock bank,16,6234450,借记卡
